Input,Output,ObservedProb,ExpectedProb
pot-i,poli,1.0,0.6053373329180785
pot-i,poi,0.0,0.1945182324374997
pot-ti,potti,1.0,0.977327517631999
pot-ti,polti,0.0,0.017158722901648632
pot-ti,poti,0.0,0.005513759466352347
pot-o,poto,0.0,0.20014443464442186
pot-o,polo,1.0,0.6053373329180785
pot-o,poo,0.0,0.1945182324374997
pot-to,potto,1.0,0.977327517631999
pot-to,polto,0.0,0.017158722901648632
pot-to,poto,0.0,0.005513759466352347
pot-u,potu,0.0,0.20014443464442186
pot-u,polu,1.0,0.6053373329180785
pot-u,pou,0.0,0.1945182324374997
pot-tu,pottu,1.0,0.977327517631999
pot-tu,poltu,0.0,0.017158722901648632
pot-tu,potu,0.0,0.005513759466352347
chit-a,chita,0.0,0.20014443464442186
chit-a,chila,1.0,0.6053373329180785
chit-a,chia,0.0,0.1945182324374997
chit-ta,chitta,1.0,0.977327517631999
chit-ta,chilta,0.0,0.017158722901648632
chit-ta,chita,0.0,0.005513759466352347
chit-e,chite,0.0,0.20014443464442186
chit-e,chile,1.0,0.6053373329180785
chit-e,chie,0.0,0.1945182324374997
chit-te,chitte,1.0,0.977327517631999
chit-te,chilte,0.0,0.017158722901648632
chit-te,chite,0.0,0.005513759466352347
chit-i,chiti,0.0,0.20014443464442186
chit-i,chili,1.0,0.6053373329180785
chit-i,chii,0.0,0.1945182324374997
chit-ti,chitti,1.0,0.977327517631999
chit-ti,chilti,0.0,0.017158722901648632
chit-ti,chiti,0.0,0.005513759466352347
chit-o,chito,0.0,0.20014443464442186
chit-o,chilo,1.0,0.6053373329180785
chit-o,chio,0.0,0.1945182324374997
chit-to,chitto,1.0,0.977327517631999
chit-to,chilto,0.0,0.017158722901648632
chit-to,chito,0.0,0.005513759466352347
chit-u,chitu,0.0,0.20014443464442186
chit-u,chilu,1.0,0.6053373329180785
chit-u,chiu,0.0,0.1945182324374997
chit-tu,chittu,1.0,0.977327517631999
chit-tu,chiltu,0.0,0.017158722901648632
chit-tu,chitu,0.0,0.005513759466352347
ppeut-a,ppeuta,1.0,0.8362240433089078
ppeut-a,ppeula,0.0,0.08188797834554619
ppeut-a,ppeua,0.0,0.08188797834554605
ppeut-ta,ppeutta,1.0,0.9660775795425665
ppeut-ta,ppeulta,0.0,0.016961210228716852
ppeut-ta,ppeuta,0.0,0.016961210228716824
ppeut-e,ppeute,1.0,0.8362240433089078
ppeut-e,ppeule,0.0,0.08188797834554619
ppeut-e,ppeue,0.0,0.08188797834554605
ppeut-te,ppeutte,1.0,0.9660775795425665
ppeut-te,ppeulte,0.0,0.016961210228716852
ppeut-te,ppeute,0.0,0.016961210228716824
ppeut-i,ppeuti,1.0,0.8362240433089078
ppeut-i,ppeuli,0.0,0.08188797834554619
ppeut-i,ppeui,0.0,0.08188797834554605
ppeut-ti,ppeutti,1.0,0.9660775795425665
ppeut-ti,ppeulti,0.0,0.016961210228716852
ppeut-ti,ppeuti,0.0,0.016961210228716824
ppeut-o,ppeuto,1.0,0.8362240433089078
ppeut-o,ppeulo,0.0,0.08188797834554619
ppeut-o,ppeuo,0.0,0.08188797834554605
ppeut-to,ppeutto,1.0,0.9660775795425665
ppeut-to,ppeulto,0.0,0.016961210228716852
ppeut-to,ppeuto,0.0,0.016961210228716824
ppeut-u,ppeutu,1.0,0.8362240433089078
ppeut-u,ppeulu,0.0,0.08188797834554619
ppeut-u,ppeuu,0.0,0.08188797834554605
ppeut-tu,ppeuttu,1.0,0.9660775795425665
ppeut-tu,ppeultu,0.0,0.016961210228716852
ppeut-tu,ppeutu,0.0,0.016961210228716824
goet-a,goeta,1.0,0.8362240433089078
goet-a,goela,0.0,0.08188797834554619
goet-a,goea,0.0,0.08188797834554605
goet-ta,goetta,1.0,0.9660775795425665
goet-ta,goelta,0.0,0.016961210228716852
goet-ta,goeta,0.0,0.016961210228716824
goet-e,goete,1.0,0.8362240433089078
goet-e,goele,0.0,0.08188797834554619
goet-e,goee,0.0,0.08188797834554605
goet-te,goette,1.0,0.9660775795425665
goet-te,goelte,0.0,0.016961210228716852
goet-te,goete,0.0,0.016961210228716824
goet-i,goeti,1.0,0.8362240433089078
goet-i,goeli,0.0,0.08188797834554619
goet-i,goei,0.0,0.08188797834554605
goet-ti,goetti,1.0,0.9660775795425665
goet-ti,goelti,0.0,0.016961210228716852
goet-ti,goeti,0.0,0.016961210228716824
goet-o,goeto,1.0,0.8362240433089078
goet-o,goelo,0.0,0.08188797834554619
goet-o,goeo,0.0,0.08188797834554605
goet-to,goetto,1.0,0.9660775795425665
goet-to,goelto,0.0,0.016961210228716852
goet-to,goeto,0.0,0.016961210228716824
goet-u,goetu,1.0,0.8362240433089078
goet-u,goelu,0.0,0.08188797834554619
goet-u,goeu,0.0,0.08188797834554605
goet-tu,goettu,1.0,0.9660775795425665
goet-tu,goeltu,0.0,0.016961210228716852
goet-tu,goetu,0.0,0.016961210228716824
jot-a,jota,1.0,0.8362240433089078
jot-a,jola,0.0,0.08188797834554619
jot-a,joa,0.0,0.08188797834554605
jot-ta,jotta,1.0,0.9660775795425665
jot-ta,jolta,0.0,0.016961210228716852
jot-ta,jota,0.0,0.016961210228716824
jot-e,jote,1.0,0.8362240433089078
jot-e,jole,0.0,0.08188797834554619
jot-e,joe,0.0,0.08188797834554605
jot-te,jotte,1.0,0.9660775795425665
jot-te,jolte,0.0,0.016961210228716852
jot-te,jote,0.0,0.016961210228716824
jot-i,joti,1.0,0.8362240433089078
jot-i,joli,0.0,0.08188797834554619
jot-i,joi,0.0,0.08188797834554605
jot-ti,jotti,1.0,0.9660775795425665
jot-ti,jolti,0.0,0.016961210228716852
jot-ti,joti,0.0,0.016961210228716824
jot-o,joto,1.0,0.8362240433089078
jot-o,jolo,0.0,0.08188797834554619
jot-o,joo,0.0,0.08188797834554605
jot-to,jotto,1.0,0.9660775795425665
jot-to,jolto,0.0,0.016961210228716852
jot-to,joto,0.0,0.016961210228716824
jot-u,jotu,1.0,0.8362240433089078
jot-u,jolu,0.0,0.08188797834554619
jot-u,jou,0.0,0.08188797834554605
jot-tu,jottu,1.0,0.9660775795425665
jot-tu,joltu,0.0,0.016961210228716852
jot-tu,jotu,0.0,0.016961210228716824
pput-a,pputa,1.0,0.8362240433089078
pput-a,ppula,0.0,0.08188797834554619
pput-a,ppua,0.0,0.08188797834554605
pput-ta,pputta,1.0,0.9660775795425665
pput-ta,ppulta,0.0,0.016961210228716852
pput-ta,pputa,0.0,0.016961210228716824
pput-e,ppute,1.0,0.8362240433089078
pput-e,ppule,0.0,0.08188797834554619
pput-e,ppue,0.0,0.08188797834554605
pput-te,pputte,1.0,0.9660775795425665
pput-te,ppulte,0.0,0.016961210228716852
pput-te,ppute,0.0,0.016961210228716824
pput-i,pputi,1.0,0.8362240433089078
pput-i,ppuli,0.0,0.08188797834554619
pput-i,ppui,0.0,0.08188797834554605
pput-ti,pputti,1.0,0.9660775795425665
pput-ti,ppulti,0.0,0.016961210228716852
pput-ti,pputi,0.0,0.016961210228716824
pput-o,pputo,1.0,0.8362240433089078
pput-o,ppulo,0.0,0.08188797834554619
pput-o,ppuo,0.0,0.08188797834554605
pput-to,pputto,1.0,0.9660775795425665
pput-to,ppulto,0.0,0.016961210228716852
pput-to,pputo,0.0,0.016961210228716824
pput-u,pputu,1.0,0.8362240433089078
pput-u,ppulu,0.0,0.08188797834554619
pput-u,ppuu,0.0,0.08188797834554605
pput-tu,pputtu,1.0,0.9660775795425665
pput-tu,ppultu,0.0,0.016961210228716852
pput-tu,pputu,0.0,0.016961210228716824
nat-a,nata,1.0,0.8362240433089078
nat-a,nala,0.0,0.08188797834554619
nat-a,naa,0.0,0.08188797834554605
nat-ta,natta,1.0,0.9660775795425665
nat-ta,nalta,0.0,0.016961210228716852
nat-ta,nata,0.0,0.016961210228716824
nat-e,nate,1.0,0.8362240433089078
nat-e,nale,0.0,0.08188797834554619
nat-e,nae,0.0,0.08188797834554605
nat-te,natte,1.0,0.9660775795425665
nat-te,nalte,0.0,0.016961210228716852
nat-te,nate,0.0,0.016961210228716824
nat-i,nati,1.0,0.8362240433089078
nat-i,nali,0.0,0.08188797834554619
nat-i,nai,0.0,0.08188797834554605
nat-ti,natti,1.0,0.9660775795425665
nat-ti,nalti,0.0,0.016961210228716852
nat-ti,nati,0.0,0.016961210228716824
nat-o,nato,1.0,0.8362240433089078
nat-o,nalo,0.0,0.08188797834554619
nat-o,nao,0.0,0.08188797834554605
nat-to,natto,1.0,0.9660775795425665
nat-to,nalto,0.0,0.016961210228716852
nat-to,nato,0.0,0.016961210228716824
nat-u,natu,1.0,0.8362240433089078
nat-u,nalu,0.0,0.08188797834554619
nat-u,nau,0.0,0.08188797834554605
nat-tu,nattu,1.0,0.9660775795425665
nat-tu,naltu,0.0,0.016961210228716852
nat-tu,natu,0.0,0.016961210228716824
kkut-a,kkuta,1.0,0.8362240433089078
kkut-a,kkula,0.0,0.08188797834554619
kkut-a,kkua,0.0,0.08188797834554605
kkut-ta,kkutta,1.0,0.9660775795425665
kkut-ta,kkulta,0.0,0.016961210228716852
kkut-ta,kkuta,0.0,0.016961210228716824
kkut-e,kkute,1.0,0.8362240433089078
kkut-e,kkule,0.0,0.08188797834554619
kkut-e,kkue,0.0,0.08188797834554605
kkut-te,kkutte,1.0,0.9660775795425665
kkut-te,kkulte,0.0,0.016961210228716852
kkut-te,kkute,0.0,0.016961210228716824
kkut-i,kkuti,1.0,0.8362240433089078
kkut-i,kkuli,0.0,0.08188797834554619
kkut-i,kkui,0.0,0.08188797834554605
kkut-ti,kkutti,1.0,0.9660775795425665
kkut-ti,kkulti,0.0,0.016961210228716852
kkut-ti,kkuti,0.0,0.016961210228716824
kkut-o,kkuto,1.0,0.8362240433089078
kkut-o,kkulo,0.0,0.08188797834554619
kkut-o,kkuo,0.0,0.08188797834554605
kkut-to,kkutto,1.0,0.9660775795425665
kkut-to,kkulto,0.0,0.016961210228716852
kkut-to,kkuto,0.0,0.016961210228716824
kkut-u,kkutu,1.0,0.8362240433089078
kkut-u,kkulu,0.0,0.08188797834554619
kkut-u,kkuu,0.0,0.08188797834554605
kkut-tu,kkuttu,1.0,0.9660775795425665
kkut-tu,kkultu,0.0,0.016961210228716852
kkut-tu,kkutu,0.0,0.016961210228716824
sit-a,sita,1.0,0.8362240433089078
sit-a,sila,0.0,0.08188797834554619
sit-a,sia,0.0,0.08188797834554605
sit-ta,sitta,1.0,0.9660775795425665
sit-ta,silta,0.0,0.016961210228716852
sit-ta,sita,0.0,0.016961210228716824
sit-e,site,1.0,0.8362240433089078
sit-e,sile,0.0,0.08188797834554619
sit-e,sie,0.0,0.08188797834554605
sit-te,sitte,1.0,0.9660775795425665
sit-te,silte,0.0,0.016961210228716852
sit-te,site,0.0,0.016961210228716824
sit-i,siti,1.0,0.8362240433089078
sit-i,sili,0.0,0.08188797834554619
sit-i,sii,0.0,0.08188797834554605
sit-ti,sitti,1.0,0.9660775795425665
sit-ti,silti,0.0,0.016961210228716852
sit-ti,siti,0.0,0.016961210228716824
sit-o,sito,1.0,0.8362240433089078
sit-o,silo,0.0,0.08188797834554619
sit-o,sio,0.0,0.08188797834554605
sit-to,sitto,1.0,0.9660775795425665
sit-to,silto,0.0,0.016961210228716852
sit-to,sito,0.0,0.016961210228716824
sit-u,situ,1.0,0.8362240433089078
sit-u,silu,0.0,0.08188797834554619
sit-u,siu,0.0,0.08188797834554605
sit-tu,sittu,1.0,0.9660775795425665
sit-tu,siltu,0.0,0.016961210228716852
sit-tu,situ,0.0,0.016961210228716824
ges-a,gesa,0.0,0.20014443464442205
ges-a,gela,0.0,0.19451823243750002
ges-a,gea,1.0,0.6053373329180779
ges-ta,getta,1.0,0.977327517631999
ges-ta,gelta,0.0,0.005513759466352352
ges-ta,geta,0.0,0.0171587229016486
ges-e,gese,0.0,0.20014443464442205
ges-e,gele,0.0,0.19451823243750002
ges-e,gee,1.0,0.6053373329180779
ges-te,gette,1.0,0.977327517631999
ges-te,gelte,0.0,0.005513759466352352
ges-te,gete,0.0,0.0171587229016486
ges-i,gesi,0.0,0.20014443464442205
ges-i,geli,0.0,0.19451823243750002
ges-i,gei,1.0,0.6053373329180779
ges-ti,getti,1.0,0.977327517631999
ges-ti,gelti,0.0,0.005513759466352352
ges-ti,geti,0.0,0.0171587229016486
ges-o,geso,0.0,0.20014443464442205
ges-o,gelo,0.0,0.19451823243750002
ges-o,geo,1.0,0.6053373329180779
ges-to,getto,1.0,0.977327517631999
ges-to,gelto,0.0,0.005513759466352352
ges-to,geto,0.0,0.0171587229016486
ges-u,gesu,0.0,0.20014443464442205
ges-u,gelu,0.0,0.19451823243750002
ges-u,geu,1.0,0.6053373329180779
ges-tu,gettu,1.0,0.977327517631999
ges-tu,geltu,0.0,0.005513759466352352
ges-tu,getu,0.0,0.0171587229016486
kkaes-a,kkaesa,0.0,0.20014443464442205
kkaes-a,kkaela,0.0,0.19451823243750002
kkaes-a,kkaea,1.0,0.6053373329180779
kkaes-ta,kkaetta,1.0,0.977327517631999
kkaes-ta,kkaelta,0.0,0.005513759466352352
kkaes-ta,kkaeta,0.0,0.0171587229016486
kkaes-e,kkaese,0.0,0.20014443464442205
kkaes-e,kkaele,0.0,0.19451823243750002
kkaes-e,kkaee,1.0,0.6053373329180779
kkaes-te,kkaette,1.0,0.977327517631999
kkaes-te,kkaelte,0.0,0.005513759466352352
kkaes-te,kkaete,0.0,0.0171587229016486
kkaes-i,kkaesi,0.0,0.20014443464442205
kkaes-i,kkaeli,0.0,0.19451823243750002
kkaes-i,kkaei,1.0,0.6053373329180779
kkaes-ti,kkaetti,1.0,0.977327517631999
kkaes-ti,kkaelti,0.0,0.005513759466352352
kkaes-ti,kkaeti,0.0,0.0171587229016486
kkaes-o,kkaeso,0.0,0.20014443464442205
kkaes-o,kkaelo,0.0,0.19451823243750002
kkaes-o,kkaeo,1.0,0.6053373329180779
kkaes-to,kkaetto,1.0,0.977327517631999
kkaes-to,kkaelto,0.0,0.005513759466352352
kkaes-to,kkaeto,0.0,0.0171587229016486
kkaes-u,kkaesu,0.0,0.20014443464442205
kkaes-u,kkaelu,0.0,0.19451823243750002
kkaes-u,kkaeu,1.0,0.6053373329180779
kkaes-tu,kkaettu,1.0,0.977327517631999
kkaes-tu,kkaeltu,0.0,0.005513759466352352
kkaes-tu,kkaetu,0.0,0.0171587229016486
hoes-a,hoesa,0.0,0.20014443464442205
hoes-a,hoela,0.0,0.19451823243750002
hoes-a,hoea,1.0,0.6053373329180779
hoes-ta,hoetta,1.0,0.977327517631999
hoes-ta,hoelta,0.0,0.005513759466352352
hoes-ta,hoeta,0.0,0.0171587229016486
hoes-e,hoese,0.0,0.20014443464442205
hoes-e,hoele,0.0,0.19451823243750002
hoes-e,hoee,1.0,0.6053373329180779
hoes-te,hoette,1.0,0.977327517631999
hoes-te,hoelte,0.0,0.005513759466352352
hoes-te,hoete,0.0,0.0171587229016486
hoes-i,hoesi,0.0,0.20014443464442205
hoes-i,hoeli,0.0,0.19451823243750002
hoes-i,hoei,1.0,0.6053373329180779
hoes-ti,hoetti,1.0,0.977327517631999
hoes-ti,hoelti,0.0,0.005513759466352352
hoes-ti,hoeti,0.0,0.0171587229016486
hoes-o,hoeso,0.0,0.20014443464442205
hoes-o,hoelo,0.0,0.19451823243750002
hoes-o,hoeo,1.0,0.6053373329180779
hoes-to,hoetto,1.0,0.977327517631999
hoes-to,hoelto,0.0,0.005513759466352352
hoes-to,hoeto,0.0,0.0171587229016486
hoes-u,hoesu,0.0,0.20014443464442205
hoes-u,hoelu,0.0,0.19451823243750002
hoes-u,hoeu,1.0,0.6053373329180779
hoes-tu,hoettu,1.0,0.977327517631999
hoes-tu,hoeltu,0.0,0.005513759466352352
hoes-tu,hoetu,0.0,0.0171587229016486
koes-a,koesa,0.0,0.20014443464442205
koes-a,koela,0.0,0.19451823243750002
koes-a,koea,1.0,0.6053373329180779
koes-ta,koetta,1.0,0.977327517631999
koes-ta,koelta,0.0,0.005513759466352352
koes-ta,koeta,0.0,0.0171587229016486
koes-e,koese,0.0,0.20014443464442205
koes-e,koele,0.0,0.19451823243750002
koes-e,koee,1.0,0.6053373329180779
koes-te,koette,1.0,0.977327517631999
koes-te,koelte,0.0,0.005513759466352352
koes-te,koete,0.0,0.0171587229016486
koes-i,koesi,0.0,0.20014443464442205
koes-i,koeli,0.0,0.19451823243750002
koes-i,koei,1.0,0.6053373329180779
koes-ti,koetti,1.0,0.977327517631999
koes-ti,koelti,0.0,0.005513759466352352
koes-ti,koeti,0.0,0.0171587229016486
koes-o,koeso,0.0,0.20014443464442205
koes-o,koelo,0.0,0.19451823243750002
koes-o,koeo,1.0,0.6053373329180779
koes-to,koetto,1.0,0.977327517631999
koes-to,koelto,0.0,0.005513759466352352
koes-to,koeto,0.0,0.0171587229016486
koes-u,koesu,0.0,0.20014443464442205
koes-u,koelu,0.0,0.19451823243750002
koes-u,koeu,1.0,0.6053373329180779
koes-tu,koettu,1.0,0.977327517631999
koes-tu,koeltu,0.0,0.005513759466352352
koes-tu,koetu,0.0,0.0171587229016486
nos-a,nosa,0.0,0.20014443464442205
nos-a,nola,0.0,0.19451823243750002
nos-a,noa,1.0,0.6053373329180779
nos-ta,notta,1.0,0.977327517631999
nos-ta,nolta,0.0,0.005513759466352352
nos-ta,nota,0.0,0.0171587229016486
nos-e,nose,0.0,0.20014443464442205
nos-e,nole,0.0,0.19451823243750002
nos-e,noe,1.0,0.6053373329180779
nos-te,notte,1.0,0.977327517631999
nos-te,nolte,0.0,0.005513759466352352
nos-te,note,0.0,0.0171587229016486
nos-i,nosi,0.0,0.20014443464442205
nos-i,noli,0.0,0.19451823243750002
nos-i,noi,1.0,0.6053373329180779
nos-ti,notti,1.0,0.977327517631999
nos-ti,nolti,0.0,0.005513759466352352
nos-ti,noti,0.0,0.0171587229016486
nos-o,noso,0.0,0.20014443464442205
nos-o,nolo,0.0,0.19451823243750002
nos-o,noo,1.0,0.6053373329180779
nos-to,notto,1.0,0.977327517631999
nos-to,nolto,0.0,0.005513759466352352
nos-to,noto,0.0,0.0171587229016486
nos-u,nosu,0.0,0.20014443464442205
nos-u,nolu,0.0,0.19451823243750002
nos-u,nou,1.0,0.6053373329180779
nos-tu,nottu,1.0,0.977327517631999
nos-tu,noltu,0.0,0.005513759466352352
nos-tu,notu,0.0,0.0171587229016486
poes-a,poesa,1.0,0.8362240433089078
poes-a,poela,0.0,0.08188797834554619
poes-a,poea,0.0,0.08188797834554605
poes-ta,poetta,1.0,0.9660775795425665
poes-ta,poelta,0.0,0.016961210228716852
poes-ta,poeta,0.0,0.016961210228716824
poes-e,poese,1.0,0.8362240433089078
poes-e,poele,0.0,0.08188797834554619
poes-e,poee,0.0,0.08188797834554605
poes-te,poette,1.0,0.9660775795425665
poes-te,poelte,0.0,0.016961210228716852
poes-te,poete,0.0,0.016961210228716824
poes-i,poesi,1.0,0.8362240433089078
poes-i,poeli,0.0,0.08188797834554619
poes-i,poei,0.0,0.08188797834554605
poes-ti,poetti,1.0,0.9660775795425665
poes-ti,poelti,0.0,0.016961210228716852
poes-ti,poeti,0.0,0.016961210228716824
poes-o,poeso,1.0,0.8362240433089078
poes-o,poelo,0.0,0.08188797834554619
poes-o,poeo,0.0,0.08188797834554605
poes-to,poetto,1.0,0.9660775795425665
poes-to,poelto,0.0,0.016961210228716852
poes-to,poeto,0.0,0.016961210228716824
poes-u,poesu,1.0,0.8362240433089078
poes-u,poelu,0.0,0.08188797834554619
poes-u,poeu,0.0,0.08188797834554605
poes-tu,poettu,1.0,0.9660775795425665
poes-tu,poeltu,0.0,0.016961210228716852
poes-tu,poetu,0.0,0.016961210228716824
meos-a,meosa,1.0,0.8362240433089078
meos-a,meola,0.0,0.08188797834554619
meos-a,meoa,0.0,0.08188797834554605
meos-ta,meotta,1.0,0.9660775795425665
meos-ta,meolta,0.0,0.016961210228716852
meos-ta,meota,0.0,0.016961210228716824
meos-e,meose,1.0,0.8362240433089078
meos-e,meole,0.0,0.08188797834554619
meos-e,meoe,0.0,0.08188797834554605
meos-te,meotte,1.0,0.9660775795425665
meos-te,meolte,0.0,0.016961210228716852
meos-te,meote,0.0,0.016961210228716824
meos-i,meosi,1.0,0.8362240433089078
meos-i,meoli,0.0,0.08188797834554619
meos-i,meoi,0.0,0.08188797834554605
meos-ti,meotti,1.0,0.9660775795425665
meos-ti,meolti,0.0,0.016961210228716852
meos-ti,meoti,0.0,0.016961210228716824
meos-o,meoso,1.0,0.8362240433089078
meos-o,meolo,0.0,0.08188797834554619
meos-o,meoo,0.0,0.08188797834554605
meos-to,meotto,1.0,0.9660775795425665
meos-to,meolto,0.0,0.016961210228716852
meos-to,meoto,0.0,0.016961210228716824
meos-u,meosu,1.0,0.8362240433089078
meos-u,meolu,0.0,0.08188797834554619
meos-u,meou,0.0,0.08188797834554605
meos-tu,meottu,1.0,0.9660775795425665
meos-tu,meoltu,0.0,0.016961210228716852
meos-tu,meotu,0.0,0.016961210228716824
jjaes-a,jjaesa,1.0,0.8362240433089078
jjaes-a,jjaela,0.0,0.08188797834554619
jjaes-a,jjaea,0.0,0.08188797834554605
jjaes-ta,jjaetta,1.0,0.9660775795425665
jjaes-ta,jjaelta,0.0,0.016961210228716852
jjaes-ta,jjaeta,0.0,0.016961210228716824
jjaes-e,jjaese,1.0,0.8362240433089078
jjaes-e,jjaele,0.0,0.08188797834554619
jjaes-e,jjaee,0.0,0.08188797834554605
jjaes-te,jjaette,1.0,0.9660775795425665
jjaes-te,jjaelte,0.0,0.016961210228716852
jjaes-te,jjaete,0.0,0.016961210228716824
jjaes-i,jjaesi,1.0,0.8362240433089078
jjaes-i,jjaeli,0.0,0.08188797834554619
jjaes-i,jjaei,0.0,0.08188797834554605
jjaes-ti,jjaetti,1.0,0.9660775795425665
jjaes-ti,jjaelti,0.0,0.016961210228716852
jjaes-ti,jjaeti,0.0,0.016961210228716824
jjaes-o,jjaeso,1.0,0.8362240433089078
jjaes-o,jjaelo,0.0,0.08188797834554619
jjaes-o,jjaeo,0.0,0.08188797834554605
jjaes-to,jjaetto,1.0,0.9660775795425665
jjaes-to,jjaelto,0.0,0.016961210228716852
jjaes-to,jjaeto,0.0,0.016961210228716824
jjaes-u,jjaesu,1.0,0.8362240433089078
jjaes-u,jjaelu,0.0,0.08188797834554619
jjaes-u,jjaeu,0.0,0.08188797834554605
jjaes-tu,jjaettu,1.0,0.9660775795425665
jjaes-tu,jjaeltu,0.0,0.016961210228716852
jjaes-tu,jjaetu,0.0,0.016961210228716824
ches-a,chesa,1.0,0.8362240433089078
ches-a,chela,0.0,0.08188797834554619
ches-a,chea,0.0,0.08188797834554605
ches-ta,chetta,1.0,0.9660775795425665
ches-ta,chelta,0.0,0.016961210228716852
ches-ta,cheta,0.0,0.016961210228716824
ches-e,chese,1.0,0.8362240433089078
ches-e,chele,0.0,0.08188797834554619
ches-e,chee,0.0,0.08188797834554605
ches-te,chette,1.0,0.9660775795425665
ches-te,chelte,0.0,0.016961210228716852
ches-te,chete,0.0,0.016961210228716824
ches-i,chesi,1.0,0.8362240433089078
ches-i,cheli,0.0,0.08188797834554619
ches-i,chei,0.0,0.08188797834554605
ches-ti,chetti,1.0,0.9660775795425665
ches-ti,chelti,0.0,0.016961210228716852
