Input,Output,ObservedProb,ExpectedProb
bukkeureop-da,bukkeureoda,0.0,0.015406293173266184
bukkeureop-da,bukkeureowda,0.0,0.12300436188490957
bukkeureop-da,bukkeureolda,0.0,0.021565136218426314
geurip-neyo,geuripneyo,1.0,0.8252654831870437
geurip-neyo,geurineyo,0.0,0.015135613768892357
geurip-neyo,geuriwneyo,0.0,0.13841265343782896
geurip-neyo,geurilneyo,0.0,0.02118624960623506
geurip-gi,geuripgi,1.0,0.8617832317925348
geurip-gi,geurigi,0.0,0.01580536011096365
geurip-gi,geuriwgi,0.0,0.1002876733381846
geurip-gi,geurilgi,0.0,0.022123734758317113
gup-neun,gupneun,1.0,0.8753904861982126
gup-neun,guneun,0.0,0.01731155055323439
gup-neun,guwneun,0.0,0.083065921080195
gup-neun,gulneun,0.0,0.02423204216835806
gop-ge,gopge,1.0,0.9104727737084019
gop-ge,goge,0.0,0.016698340752995217
gop-ge,gowge,0.0,0.049455190847078695
gop-ge,golge,0.0,0.023373694691524456
sonswip-ge,sonswipge,1.0,0.9104727737084019
sonswip-ge,sonswige,0.0,0.016698340752995217
sonswip-ge,sonswiwge,0.0,0.049455190847078695
sonswip-ge,sonswilge,0.0,0.023373694691524456
dukkeop-go,dukkeopgo,1.0,0.9210613871425793
dukkeop-go,dukkeogo,0.0,0.0168925390643906
dukkeop-go,dukkeowgo,0.0,0.038400547779621146
dukkeop-go,dukkeolgo,0.0,0.023645526013409
saerop-ge,saeropge,1.0,0.9104727737084019
saerop-ge,saeroge,0.0,0.016698340752995217
saerop-ge,saerowge,0.0,0.049455190847078695
saerop-ge,saerolge,0.0,0.023373694691524456
useup-ge,useupge,1.0,0.9104727737084019
useup-ge,useuge,0.0,0.016698340752995217
useup-ge,useuwge,0.0,0.049455190847078695
useup-ge,useulge,0.0,0.023373694691524456
eoryeop-nde,eoryeopnde,0.0,0.8033759646062263
eoryeop-nde,eoryeonde,0.0,0.017031697638691796
eoryeop-nde,eoryeownde,1.0,0.15575202292537454
eoryeop-nde,eoryeolnde,0.0,0.02384031482970744
eoryeop-eo,eoryeopeo,0.0,0.35777847327711465
eoryeop-eo,eoryeoeo,0.0,0.06541333064330826
eoryeop-eo,eoryeoweo,1.0,0.4852451335077358
eoryeop-eo,eoryeoleo,0.0,0.09156306257184128
eoryeop-l,eoryeopl,0.0,0.1525599578534151
eoryeop-l,eoryeol,0.0,0.07340578956105538
eoryeop-l,eoryeowl,1.0,0.6712836536385868
eoryeop-l,eoryeoll,0.0,0.10275059894694274
eoryeop-n,eoryeopn,0.0,0.028965825610325756
eoryeop-n,eoryeon,0.0,0.06613521410244126
eoryeop-n,eoryeown,1.0,0.8718293372849826
eoryeop-n,eoryeoln,0.0,0.03306962300225055
eoryeop-eot,eoryeopeot,0.0,0.3211931303535074
eoryeop-eot,eoryeoeot,0.0,0.05879867807479669
eoryeop-eot,eoryeoweot,1.0,0.5377040650770313
eoryeop-eot,eoryeoleot,0.0,0.08230412649466456
chagap-myeon,chagapmyeon,0.0,0.8107172960843338
chagap-myeon,chagamyeon,0.0,0.016395786887749605
chagap-myeon,chagawmyeon,1.0,0.14993672559211074
chagap-myeon,chagalmyeon,0.0,0.022950191435805886
chagap-l,chagapl,0.0,0.15875590432994707
chagap-l,chagal,0.0,0.07286909277949216
chagap-l,chagawl,1.0,0.6663756514417822
chagap-l,chagall,0.0,0.10199935144877845
chagap-n,chagapn,0.0,0.030321822214903166
chagap-n,chagan,0.0,0.06604285985978828
chagap-n,chagawn,1.0,0.8706118748595509
chagap-n,chagaln,0.0,0.0330234430657577
areumdap-m,areumdapm,0.0,0.5050323933319314
areumdap-m,areumdam,0.0,0.04287440546540842
areumdap-m,areumdawm,1.0,0.3920792586048408
areumdap-m,areumdalm,0.0,0.06001394259781943
areumdap-n,areumdapn,0.0,0.03333200849090317
areumdap-n,areumdan,0.0,0.06583784203538821
areumdap-n,areumdawn,1.0,0.8679092215695583
areumdap-n,areumdaln,0.0,0.03292092790415029
chup-n,chupn,0.0,0.03333200849090317
chup-n,chun,0.0,0.06583784203538821
chup-n,chuwn,1.0,0.8679092215695583
chup-n,chuln,0.0,0.03292092790415029
swip-eumyeo,swipeumyeo,0.0,0.8252654831870437
swip-eumyeo,swieumyeo,0.0,0.015135613768892357
swip-eumyeo,swiweumyeo,1.0,0.13841265343782896
swip-eumyeo,swileumyeo,0.0,0.02118624960623506
swip-eo,swipeo,0.0,0.3917144518818778
swip-eo,swieo,0.0,0.061956789096803126
swip-eo,swiweo,1.0,0.45960403026908725
swip-eo,swileo,0.0,0.08672472875223175
swip-n,swipn,0.0,0.03333200849090317
swip-n,swin,0.0,0.06583784203538821
swip-n,swiwn,1.0,0.8679092215695583
swip-n,swiln,0.0,0.03292092790415029
museop-eoseo,museopeoseo,0.0,0.24127882254897035
museop-eoseo,museoeoseo,0.0,0.06572090568957649
museop-eoseo,museoweoseo,1.0,0.6010066774779556
museop-eoseo,museoleoseo,0.0,0.09199359428349746
museop-eot,museopeot,0.0,0.3535694013092112
museop-eot,museoeot,0.0,0.05599422511724454
museop-eot,museoweot,1.0,0.5120578123896011
museop-eot,museoleot,0.0,0.07837856118394299
museop-n,museopn,0.0,0.03333200849090317
museop-n,museon,0.0,0.06583784203538821
museop-n,museown,1.0,0.8679092215695583
museop-n,museoln,0.0,0.03292092790415029
eodup-n,eodupn,0.0,0.03333200849090317
eodup-n,eodun,0.0,0.06583784203538821
eodup-n,eoduwn,1.0,0.8679092215695583
eodup-n,eoduln,0.0,0.03292092790415029
eodup-eoseo,eodupeoseo,0.0,0.24127882254897035
eodup-eoseo,eodueoseo,0.0,0.06572090568957649
eodup-eoseo,eoduweoseo,1.0,0.6010066774779556
eodup-eoseo,eoduleoseo,0.0,0.09199359428349746
maep-eodo,maepeodo,0.0,0.43167807632840766
maep-eodo,maeeodo,0.0,0.04922840255022426
maep-eodo,maeweodo,1.0,0.45018549796020396
maep-eodo,maeleodo,0.0,0.06890802316116415
maep-n,maepn,0.0,0.032422602222384266
maep-n,maen,0.0,0.0658997798949001
maep-n,maewn,1.0,0.8687257191608033
maep-n,maeln,0.0,0.032951898721912405
maep-eoyo,maepeoyo,0.0,0.24621424817037565
maep-eoyo,maeeoyo,0.0,0.06529339601745687
maep-eoyo,maeweoyo,1.0,0.5970971731134859
maep-eoyo,maeleoyo,0.0,0.09139518269868145
maep-eot,maepeot,0.0,0.34705973284606223
maep-eot,maeeot,0.0,0.05655809669464576
maep-eot,maeweot,1.0,0.5172143235438884
maep-eot,maeleot,0.0,0.07916784691540348
maep-eo,maepeo,0.0,0.38492067201502667
maep-eo,maeeo,0.0,0.06264876803281898
maep-eo,maeweo,1.0,0.4647372257185366
maep-eo,maeleo,0.0,0.08769333423361764
deop-n,deopn,0.0,0.03333200849090317
deop-n,deon,0.0,0.06583784203538821
deop-n,deown,1.0,0.8679092215695583
deop-n,deoln,0.0,0.03292092790415029
deop-eoyo,deopeoyo,0.0,0.2515611503761272
deop-eoyo,deoeoyo,0.0,0.06483024398474818
deop-eoyo,deoweoyo,1.0,0.5928617253297898
deop-eoyo,deoleoyo,0.0,0.09074688030933475
akkap-eodo,akkapeodo,0.0,0.4387084951637493
akkap-eodo,akkaeodo,0.0,0.04861942324798837
akkap-eodo,akkaweodo,1.0,0.4446164842156523
akkap-eodo,akkaleodo,0.0,0.06805559737260991
akkap-eoyo,akkapeoyo,0.0,0.2515611503761272
akkap-eoyo,akkaeoyo,0.0,0.06483024398474818
akkap-eoyo,akkaweoyo,1.0,0.5928617253297898
akkap-eoyo,akkaleoyo,0.0,0.09074688030933475
akkap-l,akkapl,0.0,0.1722514072427532
akkap-l,akkal,0.0,0.07170010382739035
akkap-l,akkawl,1.0,0.6556854432235688
akkap-l,akkall,0.0,0.10036304570628775
aswip-n,aswipn,0.0,0.03333200849090317
aswip-n,aswin,0.0,0.06583784203538821
aswip-n,aswiwn,1.0,0.8679092215695583
aswip-n,aswiln,0.0,0.03292092790415029
aswip-eot,aswipeot,0.0,0.3535694013092112
aswip-eot,aswieot,0.0,0.05599422511724454
aswip-eot,aswiweot,1.0,0.5120578123896011
aswip-eot,aswileot,0.0,0.07837856118394299
aswip-eoyo,aswipeoyo,0.0,0.2515611503761272
aswip-eoyo,aswieoyo,0.0,0.06483024398474818
aswip-eoyo,aswiweoyo,1.0,0.5928617253297898
aswip-eoyo,aswileoyo,0.0,0.09074688030933475
jeulgeop-n,jeulgeopn,0.0,0.03333200849090317
jeulgeop-n,jeulgeon,0.0,0.06583784203538821
jeulgeop-n,jeulgeown,1.0,0.8679092215695583
jeulgeop-n,jeulgeoln,0.0,0.03292092790415029
gakkap-eoyo,gakkapeoyo,0.0,0.2515611503761272
gakkap-eoyo,gakkaeoyo,0.0,0.06483024398474818
gakkap-eoyo,gakkaweoyo,1.0,0.5928617253297898
gakkap-eoyo,gakkaleoyo,0.0,0.09074688030933475
gakkap-eoseo,gakkapeoseo,0.0,0.24127882254897035
gakkap-eoseo,gakkaeoseo,0.0,0.06572090568957649
gakkap-eoseo,gakkaweoseo,1.0,0.6010066774779556
gakkap-eoseo,gakkaleoseo,0.0,0.09199359428349746
gakkap-eo,gakkapeo,0.0,0.3917144518818778
gakkap-eo,gakkaeo,0.0,0.061956789096803126
gakkap-eo,gakkaweo,1.0,0.45960403026908725
gakkap-eo,gakkaleo,0.0,0.08672472875223175
gakkap-n,gakkapn,0.0,0.03333200849090317
gakkap-n,gakkan,0.0,0.06583784203538821
gakkap-n,gakkawn,1.0,0.8679092215695583
gakkap-n,gakkaln,0.0,0.03292092790415029
himgyeop-n,himgyeopn,0.0,0.03333200849090317
himgyeop-n,himgyeon,0.0,0.06583784203538821
himgyeop-n,himgyeown,1.0,0.8679092215695583
himgyeop-n,himgyeoln,0.0,0.03292092790415029
sikkeureop-l,sikkeureopl,0.0,0.1722514072427532
sikkeureop-l,sikkeureol,0.0,0.07170010382739035
sikkeureop-l,sikkeureowl,1.0,0.6556854432235688
sikkeureop-l,sikkeureoll,0.0,0.10036304570628775
sikkeureop-eoyo,sikkeureopeoyo,0.0,0.2515611503761272
sikkeureop-eoyo,sikkeureoeoyo,0.0,0.06483024398474818
sikkeureop-eoyo,sikkeureoweoyo,1.0,0.5928617253297898
sikkeureop-eoyo,sikkeureoleoyo,0.0,0.09074688030933475
sikkeureop-eoseo,sikkeureopeoseo,0.0,0.24127882254897035
sikkeureop-eoseo,sikkeureoeoseo,0.0,0.06572090568957649
sikkeureop-eoseo,sikkeureoweoseo,1.0,0.6010066774779556
sikkeureop-eoseo,sikkeureoleoseo,0.0,0.09199359428349746
sikkeureop-n,sikkeureopn,0.0,0.03333200849090317
sikkeureop-n,sikkeureon,0.0,0.06583784203538821
sikkeureop-n,sikkeureown,1.0,0.8679092215695583
sikkeureop-n,sikkeureoln,0.0,0.03292092790415029
gup-eo,gupeo,0.0,0.3739121523918348
gup-eo,gueo,0.0,0.06377003834849922
gup-eo,guweo,1.0,0.47305496399420066
gup-eo,guleo,0.0,0.0892628452654654
gup-myeo,gupmyeo,0.0,0.49125800641595835
gup-myeo,gumyeo,0.0,0.0440675515253058
gup-myeo,guwmyeo,1.0,0.4029903795287049
gup-myeo,gulmyeo,0.0,0.06168406253003093
gup-n,gupn,0.0,0.030987444329304985
gup-n,gun,0.0,0.06599752565610287
gup-n,guwn,1.0,0.8700142554325664
gup-n,guln,0.0,0.03300077458202584
gup-eoseo,gupeoseo,0.0,0.2277535394107111
gup-eoseo,gueoseo,0.0,0.06689247422354132
gup-eoseo,guweoseo,1.0,0.6117204755403519
gup-eoseo,guleoseo,0.0,0.09363351082539571
gomap-eo,gomapeo,0.0,0.3917144518818778
gomap-eo,gomaeo,0.0,0.061956789096803126
gomap-eo,gomaweo,1.0,0.45960403026908725
gomap-eo,gomaleo,0.0,0.08672472875223175
gomap-eot,gomapeot,0.0,0.3535694013092112
gomap-eot,gomaeot,0.0,0.05599422511724454
gomap-eot,gomaweot,1.0,0.5120578123896011
gomap-eot,gomaleot,0.0,0.07837856118394299
nup-eo,nupeo,0.0,0.3917144518818778
nup-eo,nueo,0.0,0.061956789096803126
nup-eo,nuweo,1.0,0.45960403026908725
nup-eo,nuleo,0.0,0.08672472875223175
nup-eoseo,nupeoseo,0.0,0.24127882254897035
nup-eoseo,nueoseo,0.0,0.06572090568957649
nup-eoseo,nuweoseo,1.0,0.6010066774779556
nup-eoseo,nuleoseo,0.0,0.09199359428349746
nollap-l,nollapl,0.0,0.1722514072427532
nollap-l,nollal,0.0,0.07170010382739035
nollap-l,nollawl,1.0,0.6556854432235688
nollap-l,nollall,0.0,0.10036304570628775
mugeop-eoseo,mugeopeoseo,0.0,0.24127882254897035
mugeop-eoseo,mugeoeoseo,0.0,0.06572090568957649
mugeop-eoseo,mugeoweoseo,1.0,0.6010066774779556
mugeop-eoseo,mugeoleoseo,0.0,0.09199359428349746
mugeop-myeo,mugeopmyeo,0.0,0.5100953737331051
mugeop-myeo,mugeomyeo,0.0,0.04243584691802269
mugeop-myeo,mugeowmyeo,1.0,0.3880687141262114
mugeop-myeo,mugeolmyeo,0.0,0.059400065222660836
mugeop-n,mugeopn,0.0,0.03333200849090317
mugeop-n,mugeon,0.0,0.06583784203538821
mugeop-n,mugeown,1.0,0.8679092215695583
mugeop-n,mugeoln,0.0,0.03292092790415029
duteop-n,duteopn,0.0,0.03333200849090317
duteop-n,duteon,0.0,0.06583784203538821
duteop-n,duteown,1.0,0.8679092215695583
duteop-n,duteoln,0.0,0.03292092790415029
saerop-n,saeropn,0.0,0.03333200849090317
saerop-n,saeron,0.0,0.06583784203538821
saerop-n,saerown,1.0,0.8679092215695583
saerop-n,saeroln,0.0,0.03292092790415029
gabyeop-n,gabyeopn,0.0,0.03333200849090317
gabyeop-n,gabyeon,0.0,0.06583784203538821
gabyeop-n,gabyeown,1.0,0.8679092215695583
gabyeop-n,gabyeoln,0.0,0.03292092790415029
budeureop-m,budeureopm,0.0,0.4958095213029401
budeureop-m,budeureom,0.0,0.043673296442513755
budeureop-m,budeureowm,1.0,0.3993849828151106
budeureop-m,budeureolm,0.0,0.061132199439435535
budeureop-eoyo,budeureopeoyo,0.0,0.24467894752539784
budeureop-eoyo,budeureoeoyo,0.0,0.06542638472515676
budeureop-eoyo,budeureoweoyo,1.0,0.5983133325762651
budeureop-eoyo,budeureoleoyo,0.0,0.09158133517318044
budeureop-n,budeureopn,0.0,0.03216354332866
budeureop-n,budeureon,0.0,0.0659174238829836
budeureop-n,budeureown,1.0,0.8689583115345737
budeureop-n,budeureoln,0.0,0.03296072125378285
budeureop-eoseo,budeureopeoseo,0.0,0.23458975186772163
budeureop-eoseo,budeureoeoseo,0.0,0.06630031719996844
